IMD Rank,IMD Decile,ITL1,ITL2
29044,9,Yorkshire and The Humber,South Yorkshire
22928,7,Yorkshire and The Humber,South Yorkshire
16826,5,Yorkshire and The Humber,South Yorkshire
14865,5,Yorkshire and The Humber,South Yorkshire
21506,7,Yorkshire and The Humber,South Yorkshire
18875,6,Yorkshire and The Humber,South Yorkshire
7988,3,Yorkshire and The Humber,South Yorkshire
16293,5,Yorkshire and The Humber,South Yorkshire
24534,8,Yorkshire and The Humber,South Yorkshire
5782,2,Yorkshire and The Humber,South Yorkshire
9775,3,Yorkshire and The Humber,South Yorkshire
2889,1,Yorkshire and The Humber,South Yorkshire
11382,4,Yorkshire and The Humber,South Yorkshire
25728,8,Yorkshire and The Humber,South Yorkshire
6064,2,Yorkshire and The Humber,South Yorkshire
26597,8,Yorkshire and The Humber,South Yorkshire
1980,1,Yorkshire and The Humber,South Yorkshire
19244,6,Yorkshire and The Humber,South Yorkshire
22109,7,Yorkshire and The Humber,South Yorkshire
27309,9,Yorkshire and The Humber,South Yorkshire
26195,8,Yorkshire and The Humber,South Yorkshire
26733,8,Yorkshire and The Humber,South Yorkshire
25687,8,Yorkshire and The Humber,South Yorkshire
24851,8,Yorkshire and The Humber,South Yorkshire
27383,9,Yorkshire and The Humber,South Yorkshire
29224,9,Yorkshire and The Humber,South Yorkshire
9186,3,Yorkshire and The Humber,South Yorkshire
13053,4,Yorkshire and The Humber,South Yorkshire
27794,9,Yorkshire and The Humber,South Yorkshire
15702,5,Yorkshire and The Humber,South Yorkshire
25716,8,Yorkshire and The Humber,South Yorkshire
17861,6,Yorkshire and The Humber,South Yorkshire
23367,7,Yorkshire and The Humber,South Yorkshire
21155,7,Yorkshire and The Humber,South Yorkshire
24613,8,Yorkshire and The Humber,South Yorkshire
30727,10,Yorkshire and The Humber,South Yorkshire
21399,7,Yorkshire and The Humber,South Yorkshire
32163,10,Yorkshire and The Humber,South Yorkshire
22558,7,Yorkshire and The Humber,South Yorkshire
20401,7,Yorkshire and The Humber,South Yorkshire
25466,8,Yorkshire and The Humber,South Yorkshire
9137,3,Yorkshire and The Humber,South Yorkshire
28499,9,Yorkshire and The Humber,South Yorkshire
14115,5,Yorkshire and The Humber,South Yorkshire
2062,1,Yorkshire and The Humber,South Yorkshire
1735,1,Yorkshire and The Humber,South Yorkshire
694,1,Yorkshire and The Humber,South Yorkshire
213,1,Yorkshire and The Humber,South Yorkshire
16187,5,Yorkshire and The Humber,South Yorkshire
29364,9,Yorkshire and The Humber,South Yorkshire
6780,3,Yorkshire and The Humber,South Yorkshire
3088,1,Yorkshire and The Humber,South Yorkshire
2736,1,Yorkshire and The Humber,South Yorkshire
5541,2,Yorkshire and The Humber,South Yorkshire
4251,2,Yorkshire and The Humber,South Yorkshire
9385,3,Yorkshire and The Humber,South Yorkshire
5355,2,Yorkshire and The Humber,South Yorkshire
6853,3,Yorkshire and The Humber,South Yorkshire
17701,6,Yorkshire and The Humber,South Yorkshire
12775,4,Yorkshire and The Humber,South Yorkshire
4569,2,Yorkshire and The Humber,South Yorkshire
1276,1,Yorkshire and The Humber,South Yorkshire
15204,5,Yorkshire and The Humber,South Yorkshire
11283,4,Yorkshire and The Humber,South Yorkshire
11609,4,Yorkshire and The Humber,South Yorkshire
14894,5,Yorkshire and The Humber,South Yorkshire
12634,4,Yorkshire and The Humber,South Yorkshire
5315,2,Yorkshire and The Humber,South Yorkshire
3818,2,Yorkshire and The Humber,South Yorkshire
13404,4,Yorkshire and The Humber,South Yorkshire
5718,2,Yorkshire and The Humber,South Yorkshire
1306,1,Yorkshire and The Humber,South Yorkshire
4842,2,Yorkshire and The Humber,South Yorkshire
24811,8,Yorkshire and The Humber,South Yorkshire
22201,7,Yorkshire and The Humber,South Yorkshire
22949,7,Yorkshire and The Humber,South Yorkshire
23231,7,Yorkshire and The Humber,South Yorkshire
26906,8,Yorkshire and The Humber,South Yorkshire
1941,1,Yorkshire and The Humber,South Yorkshire
27857,9,Yorkshire and The Humber,South Yorkshire
22072,7,Yorkshire and The Humber,South Yorkshire
19487,6,Yorkshire and The Humber,South Yorkshire
9817,3,Yorkshire and The Humber,South Yorkshire
243,1,Yorkshire and The Humber,South Yorkshire
18667,6,Yorkshire and The Humber,South Yorkshire
26979,8,Yorkshire and The Humber,South Yorkshire
23513,7,Yorkshire and The Humber,South Yorkshire
28932,9,Yorkshire and The Humber,South Yorkshire
6905,3,Yorkshire and The Humber,South Yorkshire
29734,9,Yorkshire and The Humber,South Yorkshire
8891,3,Yorkshire and The Humber,South Yorkshire
7788,3,Yorkshire and The Humber,South Yorkshire
434,1,Yorkshire and The Humber,South Yorkshire
28584,9,Yorkshire and The Humber,South Yorkshire
6858,3,Yorkshire and The Humber,South Yorkshire
3652,2,Yorkshire and The Humber,South Yorkshire
20137,6,Yorkshire and The Humber,South Yorkshire
17154,6,Yorkshire and The Humber,South Yorkshire
20931,7,Yorkshire and The Humber,South Yorkshire
18790,6,Yorkshire and The Humber,South Yorkshire
24025,8,Yorkshire and The Humber,South Yorkshire
25612,8,Yorkshire and The Humber,South Yorkshire
20033,6,Yorkshire and The Humber,South Yorkshire
23453,7,Yorkshire and The Humber,South Yorkshire
22034,7,Yorkshire and The Humber,South Yorkshire
31825,10,Yorkshire and The Humber,South Yorkshire
24329,8,Yorkshire and The Humber,South Yorkshire
22293,7,Yorkshire and The Humber,South Yorkshire
5962,2,Yorkshire and The Humber,South Yorkshire
19797,6,Yorkshire and The Humber,South Yorkshire
13999,5,Yorkshire and The Humber,South Yorkshire
3880,2,Yorkshire and The Humber,South Yorkshire
17165,6,Yorkshire and The Humber,South Yorkshire
13754,5,Yorkshire and The Humber,South Yorkshire
21913,7,Yorkshire and The Humber,South Yorkshire
3952,2,Yorkshire and The Humber,South Yorkshire
7969,3,Yorkshire and The Humber,South Yorkshire
22294,7,Yorkshire and The Humber,South Yorkshire
15804,5,Yorkshire and The Humber,South Yorkshire
25415,8,Yorkshire and The Humber,South Yorkshire
15052,5,Yorkshire and The Humber,South Yorkshire
18454,6,Yorkshire and The Humber,South Yorkshire
3194,1,Yorkshire and The Humber,South Yorkshire
30807,10,Yorkshire and The Humber,South Yorkshire
30705,10,Yorkshire and The Humber,South Yorkshire
24840,8,Yorkshire and The Humber,South Yorkshire
21605,7,Yorkshire and The Humber,South Yorkshire
28902,9,Yorkshire and The Humber,South Yorkshire
154,1,Yorkshire and The Humber,South Yorkshire
15,1,Yorkshire and The Humber,South Yorkshire
274,1,Yorkshire and The Humber,South Yorkshire
4385,2,Yorkshire and The Humber,South Yorkshire
2193,1,Yorkshire and The Humber,South Yorkshire
412,1,Yorkshire and The Humber,South Yorkshire
7874,3,Yorkshire and The Humber,South Yorkshire
1657,1,Yorkshire and The Humber,South Yorkshire
2529,1,Yorkshire and The Humber,South Yorkshire
24501,8,Yorkshire and The Humber,South Yorkshire
20085,6,Yorkshire and The Humber,South Yorkshire
2376,1,Yorkshire and The Humber,South Yorkshire
1171,1,Yorkshire and The Humber,South Yorkshire
14996,5,Yorkshire and The Humber,South Yorkshire
938,1,Yorkshire and The Humber,South Yorkshire
2345,1,Yorkshire and The Humber,South Yorkshire
9939,3,Yorkshire and The Humber,South Yorkshire
1749,1,Yorkshire and The Humber,South Yorkshire
4211,2,Yorkshire and The Humber,South Yorkshire
1261,1,Yorkshire and The Humber,South Yorkshire
547,1,Yorkshire and The Humber,South Yorkshire
349,1,Yorkshire and The Humber,South Yorkshire
229,1,Yorkshire and The Humber,South Yorkshire
684,1,Yorkshire and The Humber,South Yorkshire
407,1,Yorkshire and The Humber,South Yorkshire
6775,3,Yorkshire and The Humber,South Yorkshire
24473,8,Yorkshire and The Humber,South Yorkshire
12361,4,Yorkshire and The Humber,South Yorkshire
26069,8,Yorkshire and The Humber,South Yorkshire
8981,3,Yorkshire and The Humber,South Yorkshire
6180,2,Yorkshire and The Humber,South Yorkshire
12742,4,Yorkshire and The Humber,South Yorkshire
7267,3,Yorkshire and The Humber,South Yorkshire
17137,6,Yorkshire and The Humber,South Yorkshire
25126,8,Yorkshire and The Humber,South Yorkshire
19791,6,Yorkshire and The Humber,South Yorkshire
15861,5,Yorkshire and The Humber,South Yorkshire
28148,9,Yorkshire and The Humber,South Yorkshire
14928,5,Yorkshire and The Humber,South Yorkshire
24530,8,Yorkshire and The Humber,South Yorkshire
20685,7,Yorkshire and The Humber,South Yorkshire
26201,8,Yorkshire and The Humber,South Yorkshire
13233,4,Yorkshire and The Humber,South Yorkshire
7704,3,Yorkshire and The Humber,South Yorkshire
4456,2,Yorkshire and The Humber,South Yorkshire
632,1,Yorkshire and The Humber,South Yorkshire
8219,3,Yorkshire and The Humber,South Yorkshire
12317,4,Yorkshire and The Humber,South Yorkshire
1748,1,Yorkshire and The Humber,South Yorkshire
466,1,Yorkshire and The Humber,South Yorkshire
6785,3,Yorkshire and The Humber,South Yorkshire
2536,1,Yorkshire and The Humber,South Yorkshire
3497,2,Yorkshire and The Humber,South Yorkshire
389,1,Yorkshire and The Humber,South Yorkshire
10,1,Yorkshire and The Humber,South Yorkshire
3773,2,Yorkshire and The Humber,South Yorkshire
15117,5,Yorkshire and The Humber,South Yorkshire
4477,2,Yorkshire and The Humber,South Yorkshire
5496,2,Yorkshire and The Humber,South Yorkshire
7767,3,Yorkshire and The Humber,South Yorkshire
405,1,Yorkshire and The Humber,South Yorkshire
5648,2,Yorkshire and The Humber,South Yorkshire
12621,4,Yorkshire and The Humber,South Yorkshire
19483,6,Yorkshire and The Humber,South Yorkshire
9898,3,Yorkshire and The Humber,South Yorkshire
13933,5,Yorkshire and The Humber,South Yorkshire
7922,3,Yorkshire and The Humber,South Yorkshire
5099,2,Yorkshire and The Humber,South Yorkshire
3402,2,Yorkshire and The Humber,South Yorkshire
3883,2,Yorkshire and The Humber,South Yorkshire
14415,5,Yorkshire and The Humber,South Yorkshire
20502,7,Yorkshire and The Humber,South Yorkshire
12340,4,Yorkshire and The Humber,South Yorkshire
5533,2,Yorkshire and The Humber,South Yorkshire
311,1,Yorkshire and The Humber,South Yorkshire
2136,1,Yorkshire and The Humber,South Yorkshire
28597,9,Yorkshire and The Humber,South Yorkshire
8605,3,Yorkshire and The Humber,South Yorkshire
3025,1,Yorkshire and The Humber,South Yorkshire
21948,7,Yorkshire and The Humber,South Yorkshire
1996,1,Yorkshire and The Humber,South Yorkshire
10688,4,Yorkshire and The Humber,South Yorkshire
25741,8,Yorkshire and The Humber,South Yorkshire
8126,3,Yorkshire and The Humber,South Yorkshire
6382,2,Yorkshire and The Humber,South Yorkshire
24004,8,Yorkshire and The Humber,South Yorkshire
24181,8,Yorkshire and The Humber,South Yorkshire
15952,5,Yorkshire and The Humber,South Yorkshire
2782,1,Yorkshire and The Humber,South Yorkshire
4127,2,Yorkshire and The Humber,South Yorkshire
4902,2,Yorkshire and The Humber,South Yorkshire
9843,3,Yorkshire and The Humber,South Yorkshire
30221,9,Yorkshire and The Humber,South Yorkshire
1244,1,Yorkshire and The Humber,South Yorkshire
13443,4,Yorkshire and The Humber,South Yorkshire
25500,8,Yorkshire and The Humber,South Yorkshire
5053,2,Yorkshire and The Humber,South Yorkshire
3754,2,Yorkshire and The Humber,South Yorkshire
10133,4,Yorkshire and The Humber,South Yorkshire
8314,3,Yorkshire and The Humber,South Yorkshire
22501,7,Yorkshire and The Humber,South Yorkshire
14978,5,Yorkshire and The Humber,South Yorkshire
8389,3,Yorkshire and The Humber,South Yorkshire
9851,3,Yorkshire and The Humber,South Yorkshire
1891,1,Yorkshire and The Humber,South Yorkshire
12427,4,Yorkshire and The Humber,South Yorkshire
32673,10,Yorkshire and The Humber,South Yorkshire
31121,10,Yorkshire and The Humber,South Yorkshire
32832,10,Yorkshire and The Humber,South Yorkshire
25050,8,Yorkshire and The Humber,South Yorkshire
18593,6,Yorkshire and The Humber,South Yorkshire
23243,7,Yorkshire and The Humber,South Yorkshire
19297,6,Yorkshire and The Humber,South Yorkshire
20525,7,Yorkshire and The Humber,South Yorkshire
24719,8,Yorkshire and The Humber,South Yorkshire
22416,7,Yorkshire and The Humber,South Yorkshire
22924,7,Yorkshire and The Humber,South Yorkshire
19950,6,Yorkshire and The Humber,South Yorkshire
22817,7,Yorkshire and The Humber,South Yorkshire
17581,6,Yorkshire and The Humber,South Yorkshire
26059,8,Yorkshire and The Humber,South Yorkshire
28277,9,Yorkshire and The Humber,South Yorkshire
12148,4,Yorkshire and The Humber,South Yorkshire
6256,2,Yorkshire and The Humber,South Yorkshire
26076,8,Yorkshire and The Humber,South Yorkshire
4951,2,Yorkshire and The Humber,South Yorkshire
1911,1,Yorkshire and The Humber,South Yorkshire
5245,2,Yorkshire and The Humber,South Yorkshire
13912,5,Yorkshire and The Humber,South Yorkshire
2377,1,Yorkshire and The Humber,South Yorkshire
9019,3,Yorkshire and The Humber,South Yorkshire
19845,6,Yorkshire and The Humber,South Yorkshire
5665,2,Yorkshire and The Humber,South Yorkshire
2661,1,Yorkshire and The Humber,South Yorkshire
3331,1,Yorkshire and The Humber,South Yorkshire
4357,2,Yorkshire and The Humber,South Yorkshire
28851,9,Yorkshire and The Humber,South Yorkshire
32653,10,Yorkshire and The Humber,South Yorkshire
32399,10,Yorkshire and The Humber,South Yorkshire
28558,9,Yorkshire and The Humber,South Yorkshire
20062,6,Yorkshire and The Humber,South Yorkshire
26430,8,Yorkshire and The Humber,South Yorkshire
27685,9,Yorkshire and The Humber,South Yorkshire
22288,7,Yorkshire and The Humber,South Yorkshire
30103,9,Yorkshire and The Humber,South Yorkshire
2471,1,Yorkshire and The Humber,South Yorkshire
1940,1,Yorkshire and The Humber,South Yorkshire
3984,2,Yorkshire and The Humber,South Yorkshire
4897,2,Yorkshire and The Humber,South Yorkshire
2006,1,Yorkshire and The Humber,South Yorkshire
1452,1,Yorkshire and The Humber,South Yorkshire
415,1,Yorkshire and The Humber,South Yorkshire
2454,1,Yorkshire and The Humber,South Yorkshire
6838,3,Yorkshire and The Humber,South Yorkshire
4706,2,Yorkshire and The Humber,South Yorkshire
12407,4,Yorkshire and The Humber,South Yorkshire
1126,1,Yorkshire and The Humber,South Yorkshire
1108,1,Yorkshire and The Humber,South Yorkshire
967,1,Yorkshire and The Humber,South Yorkshire
20007,6,Yorkshire and The Humber,South Yorkshire
27172,9,Yorkshire and The Humber,South Yorkshire
28894,9,Yorkshire and The Humber,South Yorkshire
30474,10,Yorkshire and The Humber,South Yorkshire
29496,9,Yorkshire and The Humber,South Yorkshire
1046,1,Yorkshire and The Humber,South Yorkshire
29703,9,Yorkshire and The Humber,South Yorkshire
15826,5,Yorkshire and The Humber,South Yorkshire
7619,3,Yorkshire and The Humber,South Yorkshire
32237,10,Yorkshire and The Humber,South Yorkshire
29071,9,Yorkshire and The Humber,South Yorkshire
26665,8,Yorkshire and The Humber,South Yorkshire
26381,8,Yorkshire and The Humber,South Yorkshire
7629,3,Yorkshire and The Humber,South Yorkshire
2223,1,Yorkshire and The Humber,South Yorkshire
592,1,Yorkshire and The Humber,South Yorkshire
5277,2,Yorkshire and The Humber,South Yorkshire
417,1,Yorkshire and The Humber,South Yorkshire
1581,1,Yorkshire and The Humber,South Yorkshire
2613,1,Yorkshire and The Humber,South Yorkshire
6328,2,Yorkshire and The Humber,South Yorkshire
17191,6,Yorkshire and The Humber,South Yorkshire
16594,5,Yorkshire and The Humber,South Yorkshire
6643,2,Yorkshire and The Humber,South Yorkshire
27542,9,Yorkshire and The Humber,South Yorkshire
16887,6,Yorkshire and The Humber,South Yorkshire
551,1,Yorkshire and The Humber,South Yorkshire
1259,1,Yorkshire and The Humber,South Yorkshire
32440,10,Yorkshire and The Humber,South Yorkshire
1339,1,Yorkshire and The Humber,South Yorkshire
15303,5,Yorkshire and The Humber,South Yorkshire
23213,7,Yorkshire and The Humber,South Yorkshire
847,1,Yorkshire and The Humber,South Yorkshire
32994,10,Yorkshire and The Humber,South Yorkshire
29095,9,Yorkshire and The Humber,South Yorkshire
32476,10,Yorkshire and The Humber,South Yorkshire
27241,9,Yorkshire and The Humber,South Yorkshire
15708,5,Yorkshire and The Humber,South Yorkshire
25576,8,Yorkshire and The Humber,South Yorkshire
31493,10,Yorkshire and The Humber,South Yorkshire
33229,10,Yorkshire and The Humber,South Yorkshire
33183,10,Yorkshire and The Humber,South Yorkshire
32053,10,Yorkshire and The Humber,South Yorkshire
33619,10,Yorkshire and The Humber,South Yorkshire
33475,10,Yorkshire and The Humber,South Yorkshire
32381,10,Yorkshire and The Humber,South Yorkshire
32894,10,Yorkshire and The Humber,South Yorkshire
32018,10,Yorkshire and The Humber,South Yorkshire
23722,8,Yorkshire and The Humber,South Yorkshire
26690,8,Yorkshire and The Humber,South Yorkshire
32294,10,Yorkshire and The Humber,South Yorkshire
33470,10,Yorkshire and The Humber,South Yorkshire
32508,10,Yorkshire and The Humber,South Yorkshire
104,1,Yorkshire and The Humber,South Yorkshire
4575,2,Yorkshire and The Humber,South Yorkshire
960,1,Yorkshire and The Humber,South Yorkshire
950,1,Yorkshire and The Humber,South Yorkshire
1471,1,Yorkshire and The Humber,South Yorkshire
1751,1,Yorkshire and The Humber,South Yorkshire
178,1,Yorkshire and The Humber,South Yorkshire
949,1,Yorkshire and The Humber,South Yorkshire
77,1,Yorkshire and The Humber,South Yorkshire
3717,2,Yorkshire and The Humber,South Yorkshire
27257,9,Yorkshire and The Humber,South Yorkshire
33438,10,Yorkshire and The Humber,South Yorkshire
16021,5,Yorkshire and The Humber,South Yorkshire
33375,10,Yorkshire and The Humber,South Yorkshire
32802,10,Yorkshire and The Humber,South Yorkshire
30189,9,Yorkshire and The Humber,South Yorkshire
33081,10,Yorkshire and The Humber,South Yorkshire
33009,10,Yorkshire and The Humber,South Yorkshire
33411,10,Yorkshire and The Humber,South Yorkshire
28324,9,Yorkshire and The Humber,South Yorkshire
33156,10,Yorkshire and The Humber,South Yorkshire
17148,6,Yorkshire and The Humber,South Yorkshire
7238,3,Yorkshire and The Humber,South Yorkshire
6865,3,Yorkshire and The Humber,South Yorkshire
3958,2,Yorkshire and The Humber,South Yorkshire
11978,4,Yorkshire and The Humber,South Yorkshire
6233,2,Yorkshire and The Humber,South Yorkshire
3638,2,Yorkshire and The Humber,South Yorkshire
10422,4,Yorkshire and The Humber,South Yorkshire
73,1,Yorkshire and The Humber,South Yorkshire
8703,3,Yorkshire and The Humber,South Yorkshire
23902,8,Yorkshire and The Humber,South Yorkshire
22245,7,Yorkshire and The Humber,South Yorkshire
21993,7,Yorkshire and The Humber,South Yorkshire
5656,2,Yorkshire and The Humber,South Yorkshire
8070,3,Yorkshire and The Humber,South Yorkshire
991,1,Yorkshire and The Humber,South Yorkshire
13806,5,Yorkshire and The Humber,South Yorkshire
245,1,Yorkshire and The Humber,South Yorkshire
16656,5,Yorkshire and The Humber,South Yorkshire
16846,5,Yorkshire and The Humber,South Yorkshire
4146,2,Yorkshire and The Humber,South Yorkshire
20505,7,Yorkshire and The Humber,South Yorkshire
32345,10,Yorkshire and The Humber,South Yorkshire
23768,8,Yorkshire and The Humber,South Yorkshire
19384,6,Yorkshire and The Humber,South Yorkshire
23117,7,Yorkshire and The Humber,South Yorkshire
28691,9,Yorkshire and The Humber,South Yorkshire
20845,7,Yorkshire and The Humber,South Yorkshire
17597,6,Yorkshire and The Humber,South Yorkshire
7659,3,Yorkshire and The Humber,South Yorkshire
21452,7,Yorkshire and The Humber,South Yorkshire
11441,4,Yorkshire and The Humber,South Yorkshire
24578,8,Yorkshire and The Humber,South Yorkshire
15279,5,Yorkshire and The Humber,South Yorkshire
19094,6,Yorkshire and The Humber,South Yorkshire
27896,9,Yorkshire and The Humber,South Yorkshire
3373,1,Yorkshire and The Humber,South Yorkshire
24176,8,Yorkshire and The Humber,South Yorkshire
14686,5,Yorkshire and The Humber,South Yorkshire
8613,3,Yorkshire and The Humber,South Yorkshire
23464,7,Yorkshire and The Humber,South Yorkshire
19592,6,Yorkshire and The Humber,South Yorkshire
9471,3,Yorkshire and The Humber,South Yorkshire
16884,6,Yorkshire and The Humber,South Yorkshire
19685,6,Yorkshire and The Humber,South Yorkshire
1151,1,Yorkshire and The Humber,South Yorkshire
4217,2,Yorkshire and The Humber,South Yorkshire
934,1,Yorkshire and The Humber,South Yorkshire
5081,2,Yorkshire and The Humber,South Yorkshire
1316,1,Yorkshire and The Humber,South Yorkshire
3248,1,Yorkshire and The Humber,South Yorkshire
6458,2,Yorkshire and The Humber,South Yorkshire
4474,2,Yorkshire and The Humber,South Yorkshire
1806,1,Yorkshire and The Humber,South Yorkshire
5576,2,Yorkshire and The Humber,South Yorkshire
698,1,Yorkshire and The Humber,South Yorkshire
2238,1,Yorkshire and The Humber,South Yorkshire
10491,4,Yorkshire and The Humber,South Yorkshire
19307,6,Yorkshire and The Humber,South Yorkshire
31394,10,Yorkshire and The Humber,South Yorkshire
433,1,Yorkshire and The Humber,South Yorkshire
30399,10,Yorkshire and The Humber,South Yorkshire
17287,6,Yorkshire and The Humber,South Yorkshire
22233,7,Yorkshire and The Humber,South Yorkshire
7834,3,Yorkshire and The Humber,South Yorkshire
10157,4,Yorkshire and The Humber,South Yorkshire
6140,2,Yorkshire and The Humber,South Yorkshire
17548,6,Yorkshire and The Humber,South Yorkshire
14394,5,Yorkshire and The Humber,South Yorkshire
7565,3,Yorkshire and The Humber,South Yorkshire
17888,6,Yorkshire and The Humber,South Yorkshire
11976,4,Yorkshire and The Humber,South Yorkshire
31319,10,Yorkshire and The Humber,South Yorkshire
30037,9,Yorkshire and The Humber,South Yorkshire
3728,2,Yorkshire and The Humber,South Yorkshire
30400,10,Yorkshire and The Humber,South Yorkshire
25713,8,Yorkshire and The Humber,South Yorkshire
18138,6,Yorkshire and The Humber,South Yorkshire
29562,9,Yorkshire and The Humber,South Yorkshire
13546,5,Yorkshire and The Humber,South Yorkshire
30491,10,Yorkshire and The Humber,South Yorkshire
30383,10,Yorkshire and The Humber,South Yorkshire
15076,5,Yorkshire and The Humber,South Yorkshire
12592,4,Yorkshire and The Humber,South Yorkshire
22671,7,Yorkshire and The Humber,South Yorkshire
25881,8,Yorkshire and The Humber,South Yorkshire
23712,8,Yorkshire and The Humber,South Yorkshire
20332,7,Yorkshire and The Humber,South Yorkshire
12212,4,Yorkshire and The Humber,South Yorkshire
19170,6,Yorkshire and The Humber,South Yorkshire
3769,2,Yorkshire and The Humber,South Yorkshire
3549,2,Yorkshire and The Humber,South Yorkshire
2400,1,Yorkshire and The Humber,South Yorkshire
7147,3,Yorkshire and The Humber,South Yorkshire
4090,2,Yorkshire and The Humber,South Yorkshire
18810,6,Yorkshire and The Humber,South Yorkshire
3563,2,Yorkshire and The Humber,South Yorkshire
2699,1,Yorkshire and The Humber,South Yorkshire
3788,2,Yorkshire and The Humber,South Yorkshire
893,1,Yorkshire and The Humber,South Yorkshire
6762,3,Yorkshire and The Humber,South Yorkshire
24136,8,Yorkshire and The Humber,South Yorkshire
1535,1,Yorkshire and The Humber,South Yorkshire
20942,7,Yorkshire and The Humber,South Yorkshire
14481,5,Yorkshire and The Humber,South Yorkshire
6431,2,Yorkshire and The Humber,South Yorkshire
23956,8,Yorkshire and The Humber,South Yorkshire
5400,2,Yorkshire and The Humber,South Yorkshire
11907,4,Yorkshire and The Humber,South Yorkshire
24587,8,Yorkshire and The Humber,South Yorkshire
936,1,Yorkshire and The Humber,South Yorkshire
842,1,Yorkshire and The Humber,South Yorkshire
4365,2,Yorkshire and The Humber,South Yorkshire
22525,7,Yorkshire and The Humber,South Yorkshire
25286,8,Yorkshire and The Humber,South Yorkshire
15448,5,Yorkshire and The Humber,South Yorkshire
1558,1,Yorkshire and The Humber,South Yorkshire
1343,1,Yorkshire and The Humber,South Yorkshire
767,1,Yorkshire and The Humber,South Yorkshire
297,1,Yorkshire and The Humber,South Yorkshire
2174,1,Yorkshire and The Humber,South Yorkshire
3290,1,Yorkshire and The Humber,South Yorkshire
18874,6,Yorkshire and The Humber,South Yorkshire
11502,4,Yorkshire and The Humber,South Yorkshire
5555,2,Yorkshire and The Humber,South Yorkshire
1309,1,Yorkshire and The Humber,South Yorkshire
12790,4,Yorkshire and The Humber,South Yorkshire
697,1,Yorkshire and The Humber,South Yorkshire
9408,3,Yorkshire and The Humber,South Yorkshire
2117,1,Yorkshire and The Humber,South Yorkshire
9373,3,Yorkshire and The Humber,South Yorkshire
3726,2,Yorkshire and The Humber,South Yorkshire
2124,1,Yorkshire and The Humber,South Yorkshire
1914,1,Yorkshire and The Humber,South Yorkshire
15759,5,Yorkshire and The Humber,South Yorkshire
1744,1,Yorkshire and The Humber,South Yorkshire
5809,2,Yorkshire and The Humber,South Yorkshire
354,1,Yorkshire and The Humber,South Yorkshire
256,1,Yorkshire and The Humber,South Yorkshire
17620,6,Yorkshire and The Humber,South Yorkshire
16411,5,Yorkshire and The Humber,South Yorkshire
3812,2,Yorkshire and The Humber,South Yorkshire
9913,3,Yorkshire and The Humber,South Yorkshire
12056,4,Yorkshire and The Humber,South Yorkshire
17651,6,Yorkshire and The Humber,South Yorkshire
4156,2,Yorkshire and The Humber,South Yorkshire
10297,4,Yorkshire and The Humber,South Yorkshire
6562,2,Yorkshire and The Humber,South Yorkshire
12660,4,Yorkshire and The Humber,South Yorkshire
1127,1,Yorkshire and The Humber,South Yorkshire
4918,2,Yorkshire and The Humber,South Yorkshire
1828,1,Yorkshire and The Humber,South Yorkshire
2905,1,Yorkshire and The Humber,South Yorkshire
1916,1,Yorkshire and The Humber,South Yorkshire
2035,1,Yorkshire and The Humber,South Yorkshire
268,1,Yorkshire and The Humber,South Yorkshire
6219,2,Yorkshire and The Humber,South Yorkshire
29632,9,Yorkshire and The Humber,South Yorkshire
21708,7,Yorkshire and The Humber,South Yorkshire
24087,8,Yorkshire and The Humber,South Yorkshire
25731,8,Yorkshire and The Humber,South Yorkshire
27569,9,Yorkshire and The Humber,South Yorkshire
31771,10,Yorkshire and The Humber,South Yorkshire
22557,7,Yorkshire and The Humber,South Yorkshire
18817,6,Yorkshire and The Humber,South Yorkshire
21289,7,Yorkshire and The Humber,South Yorkshire
10319,4,Yorkshire and The Humber,South Yorkshire
31678,10,Yorkshire and The Humber,South Yorkshire
5460,2,Yorkshire and The Humber,South Yorkshire
15462,5,Yorkshire and The Humber,South Yorkshire
17750,6,Yorkshire and The Humber,South Yorkshire
25184,8,Yorkshire and The Humber,South Yorkshire
11584,4,Yorkshire and The Humber,South Yorkshire
14320,5,Yorkshire and The Humber,South Yorkshire
19785,6,Yorkshire and The Humber,South Yorkshire
5450,2,Yorkshire and The Humber,South Yorkshire
31973,10,Yorkshire and The Humber,South Yorkshire
24785,8,Yorkshire and The Humber,South Yorkshire
9413,3,Yorkshire and The Humber,South Yorkshire
25657,8,Yorkshire and The Humber,South Yorkshire
14478,5,Yorkshire and The Humber,South Yorkshire
19392,6,Yorkshire and The Humber,South Yorkshire
17884,6,Yorkshire and The Humber,South Yorkshire
19942,6,Yorkshire and The Humber,South Yorkshire
21249,7,Yorkshire and The Humber,South Yorkshire
15342,5,Yorkshire and The Humber,South Yorkshire
31967,10,Yorkshire and The Humber,South Yorkshire
2921,1,Yorkshire and The Humber,South Yorkshire
7264,3,Yorkshire and The Humber,South Yorkshire
29453,9,Yorkshire and The Humber,South Yorkshire
19301,6,Yorkshire and The Humber,South Yorkshire
13770,5,Yorkshire and The Humber,South Yorkshire
11691,4,North East (England),"Northumberland, Durham and Tyne & Wear"
3513,2,North East (England),"Northumberland, Durham and Tyne & Wear"
2237,1,North East (England),"Northumberland, Durham and Tyne & Wear"
2672,1,North East (England),"Northumberland, Durham and Tyne & Wear"
7688,3,North East (England),"Northumberland, Durham and Tyne & Wear"
3746,2,North East (England),"Northumberland, Durham and Tyne & Wear"
