IMD Rank,IMD Decile,ITL1,ITL2
20697,7,South West (England),"North Somerset, Somerset and Dorset"
22140,7,South West (England),"North Somerset, Somerset and Dorset"
26306,8,South West (England),"North Somerset, Somerset and Dorset"
32438,10,South West (England),"North Somerset, Somerset and Dorset"
25035,8,South West (England),"North Somerset, Somerset and Dorset"
24157,8,South West (England),"North Somerset, Somerset and Dorset"
21907,7,South West (England),"North Somerset, Somerset and Dorset"
24951,8,South West (England),"North Somerset, Somerset and Dorset"
12231,4,South West (England),"North Somerset, Somerset and Dorset"
33575,10,South West (England),"North Somerset, Somerset and Dorset"
33556,10,South West (England),"North Somerset, Somerset and Dorset"
30448,10,South West (England),"North Somerset, Somerset and Dorset"
33682,10,South West (England),"North Somerset, Somerset and Dorset"
30372,9,South West (England),"North Somerset, Somerset and Dorset"
19760,6,South West (England),"North Somerset, Somerset and Dorset"
19199,6,South West (England),"North Somerset, Somerset and Dorset"
32370,10,South West (England),"North Somerset, Somerset and Dorset"
22982,7,South West (England),"North Somerset, Somerset and Dorset"
29308,9,South West (England),"North Somerset, Somerset and Dorset"
31330,10,South West (England),"North Somerset, Somerset and Dorset"
9960,3,South West (England),"North Somerset, Somerset and Dorset"
26273,8,South West (England),"North Somerset, Somerset and Dorset"
31983,10,South West (England),"North Somerset, Somerset and Dorset"
30842,10,South West (England),"North Somerset, Somerset and Dorset"
30051,9,South West (England),"North Somerset, Somerset and Dorset"
32186,10,South West (England),"North Somerset, Somerset and Dorset"
30219,9,South West (England),"North Somerset, Somerset and Dorset"
18505,6,South West (England),"North Somerset, Somerset and Dorset"
29140,9,South West (England),"North Somerset, Somerset and Dorset"
21911,7,South West (England),"North Somerset, Somerset and Dorset"
33047,10,South West (England),"North Somerset, Somerset and Dorset"
3199,1,South West (England),"North Somerset, Somerset and Dorset"
1139,1,South West (England),"North Somerset, Somerset and Dorset"
1284,1,South West (England),"North Somerset, Somerset and Dorset"
5039,2,South West (England),"North Somerset, Somerset and Dorset"
22449,7,South West (England),"North Somerset, Somerset and Dorset"
17256,6,South West (England),"North Somerset, Somerset and Dorset"
26261,8,South West (England),"North Somerset, Somerset and Dorset"
6592,2,South West (England),"North Somerset, Somerset and Dorset"
8983,3,South West (England),"North Somerset, Somerset and Dorset"
22814,7,South West (England),"North Somerset, Somerset and Dorset"
9368,3,South West (England),"North Somerset, Somerset and Dorset"
11081,4,South West (England),"North Somerset, Somerset and Dorset"
21362,7,South West (England),"North Somerset, Somerset and Dorset"
21695,7,South West (England),"North Somerset, Somerset and Dorset"
10204,4,South West (England),"North Somerset, Somerset and Dorset"
27662,9,South West (England),"North Somerset, Somerset and Dorset"
21697,7,South West (England),"North Somerset, Somerset and Dorset"
32284,10,South West (England),"North Somerset, Somerset and Dorset"
25526,8,South West (England),"North Somerset, Somerset and Dorset"
15776,5,South West (England),"North Somerset, Somerset and Dorset"
23766,8,South West (England),"North Somerset, Somerset and Dorset"
32067,10,South West (England),"North Somerset, Somerset and Dorset"
31151,10,South West (England),"North Somerset, Somerset and Dorset"
24448,8,South West (England),"North Somerset, Somerset and Dorset"
27825,9,South West (England),"North Somerset, Somerset and Dorset"
21592,7,South West (England),"North Somerset, Somerset and Dorset"
7914,3,South West (England),"North Somerset, Somerset and Dorset"
2517,1,South West (England),"North Somerset, Somerset and Dorset"
2069,1,South West (England),"North Somerset, Somerset and Dorset"
10108,3,South West (England),"North Somerset, Somerset and Dorset"
86,1,South West (England),"North Somerset, Somerset and Dorset"
313,1,South West (England),"North Somerset, Somerset and Dorset"
720,1,South West (England),"North Somerset, Somerset and Dorset"
3217,1,South West (England),"North Somerset, Somerset and Dorset"
6303,2,South West (England),"North Somerset, Somerset and Dorset"
15258,5,South West (England),"North Somerset, Somerset and Dorset"
20612,7,South West (England),"North Somerset, Somerset and Dorset"
21682,7,South West (England),"North Somerset, Somerset and Dorset"
13413,4,South West (England),"North Somerset, Somerset and Dorset"
10875,4,South West (England),"North Somerset, Somerset and Dorset"
6100,2,South West (England),"North Somerset, Somerset and Dorset"
15574,5,South West (England),"North Somerset, Somerset and Dorset"
4418,2,South West (England),"North Somerset, Somerset and Dorset"
20288,7,South West (England),"North Somerset, Somerset and Dorset"
19253,6,South West (England),"North Somerset, Somerset and Dorset"
28316,9,South West (England),"North Somerset, Somerset and Dorset"
20305,7,South West (England),"North Somerset, Somerset and Dorset"
30048,9,South West (England),"North Somerset, Somerset and Dorset"
32454,10,South West (England),"North Somerset, Somerset and Dorset"
28882,9,South West (England),"North Somerset, Somerset and Dorset"
27597,9,South West (England),"North Somerset, Somerset and Dorset"
26267,8,South West (England),"North Somerset, Somerset and Dorset"
22394,7,South West (England),"North Somerset, Somerset and Dorset"
30892,10,South West (England),"North Somerset, Somerset and Dorset"
19925,6,South West (England),"North Somerset, Somerset and Dorset"
25204,8,South West (England),"North Somerset, Somerset and Dorset"
22206,7,South West (England),"North Somerset, Somerset and Dorset"
28893,9,South West (England),"North Somerset, Somerset and Dorset"
21232,7,South West (England),"North Somerset, Somerset and Dorset"
14356,5,South West (England),West of England
26097,8,South West (England),West of England
25838,8,South West (England),West of England
28109,9,South West (England),West of England
19687,6,South West (England),West of England
30989,10,South West (England),West of England
19600,6,South West (England),West of England
26322,8,South West (England),West of England
18206,6,South West (England),West of England
23641,8,South West (England),West of England
27181,9,South West (England),West of England
33544,10,South West (England),West of England
31964,10,South West (England),West of England
27321,9,South West (England),West of England
29731,9,South West (England),West of England
33291,10,South West (England),West of England
33193,10,South West (England),West of England
31877,10,South West (England),West of England
30664,10,South West (England),West of England
33369,10,South West (England),West of England
18071,6,South West (England),West of England
31596,10,South West (England),West of England
21498,7,South West (England),West of England
27960,9,South West (England),West of England
13484,4,South West (England),West of England
33199,10,South West (England),West of England
31392,10,South West (England),West of England
31934,10,South West (England),West of England
19847,6,South West (England),West of England
15894,5,South West (England),West of England
15240,5,South West (England),West of England
24568,8,South West (England),West of England
27233,9,South West (England),West of England
25187,8,South West (England),West of England
23382,7,South West (England),West of England
33543,10,South West (England),West of England
29849,9,South West (England),West of England
26005,8,South West (England),West of England
22627,7,South West (England),West of England
33525,10,South West (England),West of England
33163,10,South West (England),West of England
32421,10,South West (England),West of England
12485,4,South West (England),West of England
30257,9,South West (England),West of England
10567,4,South West (England),West of England
24232,8,South West (England),West of England
26747,8,South West (England),West of England
24592,8,South West (England),West of England
21929,7,South West (England),West of England
30069,9,South West (England),West of England
32069,10,South West (England),West of England
32577,10,South West (England),West of England
15502,5,South West (England),West of England
19122,6,South West (England),West of England
20992,7,South West (England),West of England
22802,7,South West (England),West of England
30050,9,South West (England),West of England
30870,10,South West (England),West of England
30271,9,South West (England),West of England
24732,8,South West (England),West of England
24463,8,South West (England),West of England
16710,5,South West (England),West of England
12664,4,South West (England),West of England
13713,5,South West (England),West of England
8422,3,South West (England),West of England
16127,5,South West (England),West of England
14079,5,South West (England),West of England
20398,7,South West (England),West of England
23684,8,South West (England),West of England
29213,9,South West (England),West of England
32986,10,South West (England),West of England
32070,10,South West (England),West of England
32110,10,South West (England),West of England
31420,10,South West (England),West of England
24654,8,South West (England),West of England
32246,10,South West (England),West of England
28723,9,South West (England),West of England
19445,6,South West (England),West of England
32138,10,South West (England),West of England
9967,3,South West (England),West of England
15269,5,South West (England),West of England
28151,9,South West (England),West of England
32418,10,South West (England),West of England
23045,7,South West (England),West of England
12143,4,South West (England),West of England
29645,9,South West (England),West of England
6294,2,South West (England),West of England
21105,7,South West (England),West of England
11256,4,South West (England),West of England
19850,6,South West (England),West of England
13523,5,South West (England),West of England
28297,9,South West (England),West of England
28015,9,South West (England),West of England
28655,9,South West (England),West of England
12155,4,South West (England),West of England
24768,8,South West (England),West of England
17092,6,South West (England),West of England
15895,5,South West (England),West of England
22306,7,South West (England),West of England
26124,8,South West (England),West of England
32569,10,South West (England),West of England
32547,10,South West (England),West of England
33039,10,South West (England),West of England
13384,4,South West (England),West of England
31868,10,South West (England),West of England
27294,9,South West (England),West of England
13700,5,South West (England),West of England
27778,9,South West (England),West of England
15607,5,South West (England),West of England
10310,4,South West (England),West of England
5344,2,South West (England),West of England
31188,10,South West (England),West of England
32000,10,South West (England),West of England
33180,10,South West (England),West of England
25172,8,South West (England),West of England
13351,4,South West (England),West of England
17992,6,South West (England),West of England
32706,10,South West (England),West of England
17037,6,South West (England),West of England
30695,10,South West (England),West of England
32169,10,South West (England),West of England
14269,5,South West (England),West of England
33389,10,South West (England),West of England
9112,3,South West (England),West of England
30810,10,South West (England),West of England
26720,8,South West (England),West of England
15991,5,South West (England),West of England
31598,10,South West (England),West of England
29461,9,South West (England),West of England
24557,8,South West (England),West of England
32388,10,South West (England),West of England
14906,5,South West (England),West of England
30427,10,South West (England),West of England
23274,7,South West (England),West of England
28543,9,South West (England),West of England
22662,7,South West (England),West of England
16378,5,South West (England),West of England
17789,6,South West (England),West of England
13357,4,South West (England),West of England
21952,7,South West (England),West of England
20495,7,South West (England),West of England
26588,8,South West (England),West of England
14143,5,South West (England),West of England
25443,8,South West (England),West of England
24207,8,South West (England),West of England
18563,6,South West (England),West of England
28648,9,South West (England),West of England
33566,10,South West (England),West of England
16225,5,South West (England),West of England
25425,8,South West (England),West of England
17309,6,South West (England),West of England
11249,4,South West (England),West of England
31836,10,South West (England),West of England
27443,9,South West (England),West of England
6128,2,South West (England),Devon
16542,5,South West (England),Devon
31505,10,South West (England),Devon
3899,2,South West (England),Devon
24646,8,South West (England),Devon
2330,1,South West (England),Devon
17413,6,South West (England),Devon
2111,1,South West (England),Devon
15464,5,South West (England),Devon
7671,3,South West (England),Devon
29805,9,South West (England),Devon
31117,10,South West (England),Devon
27454,9,South West (England),Devon
26158,8,South West (England),Devon
18205,6,South West (England),Devon
27769,9,South West (England),Devon
8121,3,South West (England),Devon
3721,2,South West (England),Devon
12078,4,South West (England),Devon
9453,3,South West (England),Devon
1267,1,South West (England),Devon
5082,2,South West (England),Devon
1851,1,South West (England),Devon
575,1,South West (England),Devon
4106,2,South West (England),Devon
6828,3,South West (England),Devon
20108,6,South West (England),Devon
10613,4,South West (England),Devon
12787,4,South West (England),Devon
7602,3,South West (England),Devon
5870,2,South West (England),Devon
16125,5,South West (England),Devon
4755,2,South West (England),Devon
13325,4,South West (England),Devon
4457,2,South West (England),Devon
3814,2,South West (England),Devon
13774,5,South West (England),Devon
8680,3,South West (England),Devon
9330,3,South West (England),Devon
10705,4,South West (England),Devon
9233,3,South West (England),Devon
30625,10,South West (England),Devon
18562,6,South West (England),Devon
25210,8,South West (England),Devon
29923,9,South West (England),Devon
26604,8,South West (England),Devon
10142,4,South West (England),Devon
18546,6,South West (England),Devon
16301,5,South West (England),Devon
4909,2,South West (England),Devon
5688,2,South West (England),Devon
4757,2,South West (England),Devon
5144,2,South West (England),Devon
16560,5,South West (England),Devon
18165,6,South West (England),Devon
2676,1,South West (England),Devon
17127,6,South West (England),Devon
4771,2,South West (England),Devon
5143,2,South West (England),Devon
2448,1,South West (England),Devon
2825,1,South West (England),Devon
10859,4,South West (England),Devon
14455,5,South West (England),Devon
5413,2,South West (England),Devon
3181,1,South West (England),Devon
2046,1,South West (England),Devon
13163,4,South West (England),Devon
27212,9,South West (England),Devon
21394,7,South West (England),Devon
25030,8,South West (England),Devon
10868,4,South West (England),Devon
11622,4,South West (England),Devon
13681,5,South West (England),Devon
8250,3,South West (England),Devon
27053,9,South West (England),Devon
26560,8,South West (England),Devon
22080,7,South West (England),Devon
24270,8,South West (England),Devon
31551,10,South West (England),Devon
21888,7,South West (England),Devon
17709,6,South West (England),Devon
30180,9,South West (England),Devon
27271,9,South West (England),Devon
19118,6,South West (England),Devon
22242,7,South West (England),Devon
27393,9,South West (England),Devon
23593,7,South West (England),Devon
30144,9,South West (England),Devon
23740,8,South West (England),Devon
20439,7,South West (England),Devon
29023,9,South West (England),Devon
26062,8,South West (England),Devon
7278,3,South West (England),Devon
24406,8,South West (England),Devon
19563,6,South West (England),Devon
31848,10,South West (England),Devon
29456,9,South West (England),Devon
27247,9,South West (England),Devon
31441,10,South West (England),Devon
31027,10,South West (England),Devon
21570,7,South West (England),Devon
27966,9,South West (England),Devon
26782,8,South West (England),Devon
31302,10,South West (England),Devon
21905,7,South West (England),Devon
25559,8,South West (England),Devon
15338,5,South West (England),Devon
29503,9,South West (England),Devon
28423,9,South West (England),Devon
18103,6,South West (England),Devon
32078,10,South West (England),Devon
27300,9,South West (England),Devon
24139,8,South West (England),Devon
27455,9,South West (England),Devon
24993,8,South West (England),Devon
14693,5,South West (England),Devon
32068,10,South West (England),Devon
30736,10,South West (England),Devon
10936,4,South West (England),Devon
11470,4,South West (England),Devon
3263,1,South West (England),Devon
984,1,South West (England),Devon
2878,1,South West (England),Devon
13876,5,South West (England),Devon
7932,3,South West (England),Devon
706,1,South West (England),Devon
13554,5,South West (England),Devon
3354,1,South West (England),Devon
3334,1,South West (England),Devon
1032,1,South West (England),Devon
88,1,South West (England),Devon
9620,3,South West (England),Devon
7352,3,South West (England),Devon
31856,10,South West (England),Devon
7008,3,South West (England),Devon
6192,2,South West (England),Devon
13411,4,South West (England),Devon
19284,6,South West (England),Devon
20180,6,South West (England),Devon
6175,2,South West (England),Devon
10553,4,South West (England),Devon
8828,3,South West (England),Devon
13240,4,South West (England),Devon
4531,2,South West (England),Devon
8924,3,South West (England),Devon
9386,3,South West (England),Devon
18314,6,South West (England),Devon
17172,6,South West (England),Devon
12374,4,South West (England),Devon
7643,3,South West (England),Devon
15459,5,South West (England),Devon
9908,3,South West (England),Devon
9791,3,South West (England),Devon
2628,1,South West (England),Devon
7253,3,South West (England),Devon
6281,2,South West (England),Devon
10858,4,South West (England),Devon
22599,7,South West (England),Devon
9220,3,South West (England),Devon
4472,2,South West (England),Devon
18499,6,South West (England),Devon
15916,5,South West (England),Devon
9488,3,South West (England),Devon
8578,3,South West (England),Devon
14427,5,South West (England),Devon
5831,2,South West (England),Devon
12268,4,South West (England),Devon
6453,2,South West (England),Devon
1085,1,South West (England),Devon
27775,9,South West (England),Devon
23596,7,South West (England),Devon
28222,9,South West (England),Devon
14046,5,South West (England),Devon
18367,6,South West (England),Devon
18237,6,South West (England),Devon
24337,8,South West (England),Devon
10127,4,South West (England),Devon
17238,6,South West (England),Devon
11422,4,South West (England),Devon
19209,6,South West (England),Devon
29902,9,South West (England),Devon
10750,4,South West (England),Devon
6018,2,South West (England),Devon
27974,9,South West (England),Devon
8437,3,South West (England),Devon
12986,4,South West (England),Devon
5614,2,South West (England),Devon
15241,5,South West (England),Devon
6168,2,South West (England),Devon
672,1,South West (England),Devon
10550,4,South West (England),Devon
7739,3,South West (England),Devon
20625,7,South West (England),Devon
10749,4,South West (England),Devon
16335,5,South West (England),Devon
21138,7,South West (England),Devon
21019,7,South West (England),Devon
17391,6,South West (England),Devon
24645,8,South West (England),Devon
28570,9,South West (England),Devon
8715,3,South West (England),Devon
10313,4,South West (England),Devon
25111,8,South West (England),Devon
404,1,South West (England),Devon
2816,1,South West (England),Devon
3452,2,South West (England),Devon
4808,2,South West (England),Devon
11689,4,South West (England),Devon
12627,4,South West (England),Devon
15160,5,South West (England),Devon
12193,4,South West (England),Devon
7576,3,South West (England),Devon
8343,3,South West (England),Devon
12899,4,South West (England),Devon
6375,2,South West (England),Devon
19654,6,South West (England),Devon
15645,5,South West (England),Devon
7022,3,South West (England),Devon
19514,6,South West (England),Devon
13881,5,South West (England),Devon
6078,2,South West (England),Devon
9810,3,South West (England),Devon
17163,6,South West (England),Devon
24309,8,South West (England),Devon
18334,6,South West (England),Devon
22488,7,South West (England),Devon
811,1,South West (England),Devon
1153,1,South West (England),Devon
2367,1,South West (England),Devon
9653,3,South West (England),Devon
8311,3,South West (England),Devon
2593,1,South West (England),Devon
4517,2,South West (England),Devon
8860,3,South West (England),Devon
1759,1,South West (England),Devon
17885,6,South West (England),Devon
10573,4,South West (England),Devon
2786,1,South West (England),Devon
5352,2,South West (England),Devon
13852,5,South West (England),Devon
13994,5,South West (England),Devon
12740,4,South West (England),Devon
24144,8,South West (England),Devon
28274,9,South West (England),"North Somerset, Somerset and Dorset"
8177,3,South West (England),"North Somerset, Somerset and Dorset"
18547,6,South West (England),"North Somerset, Somerset and Dorset"
15876,5,South West (England),"North Somerset, Somerset and Dorset"
11825,4,South West (England),"North Somerset, Somerset and Dorset"
8114,3,South West (England),"North Somerset, Somerset and Dorset"
5285,2,South West (England),"North Somerset, Somerset and Dorset"
6059,2,South West (England),"North Somerset, Somerset and Dorset"
2534,1,South West (England),"North Somerset, Somerset and Dorset"
21057,7,South West (England),"North Somerset, Somerset and Dorset"
3063,1,South West (England),"North Somerset, Somerset and Dorset"
10568,4,South West (England),"North Somerset, Somerset and Dorset"
9389,3,South West (England),"North Somerset, Somerset and Dorset"
14556,5,South West (England),"North Somerset, Somerset and Dorset"
9027,3,South West (England),"North Somerset, Somerset and Dorset"
9579,3,South West (England),"North Somerset, Somerset and Dorset"
6343,2,South West (England),"North Somerset, Somerset and Dorset"
33409,10,South West (England),"North Somerset, Somerset and Dorset"
16227,5,South West (England),"North Somerset, Somerset and Dorset"
26281,8,South West (England),"North Somerset, Somerset and Dorset"
28130,9,South West (England),"North Somerset, Somerset and Dorset"
29198,9,South West (England),"North Somerset, Somerset and Dorset"
31142,10,South West (England),"North Somerset, Somerset and Dorset"
15939,5,South West (England),"North Somerset, Somerset and Dorset"
13660,5,South West (England),"North Somerset, Somerset and Dorset"
12343,4,South West (England),"North Somerset, Somerset and Dorset"
4739,2,South West (England),"North Somerset, Somerset and Dorset"
6656,2,South West (England),"North Somerset, Somerset and Dorset"
7775,3,South West (England),"North Somerset, Somerset and Dorset"
2465,1,South West (England),"North Somerset, Somerset and Dorset"
10044,3,South West (England),"North Somerset, Somerset and Dorset"
2391,1,South West (England),"North Somerset, Somerset and Dorset"
6963,3,South West (England),"North Somerset, Somerset and Dorset"
27846,9,South West (England),"North Somerset, Somerset and Dorset"
3175,1,South West (England),"North Somerset, Somerset and Dorset"
2560,1,South West (England),"North Somerset, Somerset and Dorset"
31591,10,South West (England),"North Somerset, Somerset and Dorset"
33043,10,South West (England),"North Somerset, Somerset and Dorset"
30397,10,South West (England),"North Somerset, Somerset and Dorset"
20858,7,South West (England),"North Somerset, Somerset and Dorset"
22414,7,South West (England),"North Somerset, Somerset and Dorset"
30305,9,South West (England),"North Somerset, Somerset and Dorset"
28135,9,South West (England),"North Somerset, Somerset and Dorset"
12803,4,South West (England),"North Somerset, Somerset and Dorset"
27740,9,South West (England),"North Somerset, Somerset and Dorset"
28888,9,South West (England),"North Somerset, Somerset and Dorset"
19163,6,South West (England),"North Somerset, Somerset and Dorset"
28147,9,South West (England),"North Somerset, Somerset and Dorset"
13108,4,South West (England),"North Somerset, Somerset and Dorset"
13609,5,South West (England),"North Somerset, Somerset and Dorset"
10356,4,South West (England),"North Somerset, Somerset and Dorset"
15100,5,South West (England),"North Somerset, Somerset and Dorset"
20454,7,South West (England),"North Somerset, Somerset and Dorset"
13255,4,South West (England),"North Somerset, Somerset and Dorset"
26672,8,South West (England),"North Somerset, Somerset and Dorset"
25841,8,South West (England),"North Somerset, Somerset and Dorset"
14525,5,South West (England),"North Somerset, Somerset and Dorset"
25228,8,South West (England),"North Somerset, Somerset and Dorset"
19408,6,South West (England),"North Somerset, Somerset and Dorset"
21353,7,South West (England),"North Somerset, Somerset and Dorset"
2763,1,South West (England),"North Somerset, Somerset and Dorset"
11793,4,South West (England),"North Somerset, Somerset and Dorset"
21507,7,South West (England),"North Somerset, Somerset and Dorset"
4260,2,South West (England),"North Somerset, Somerset and Dorset"
31440,10,South West (England),"North Somerset, Somerset and Dorset"
14926,5,South West (England),"North Somerset, Somerset and Dorset"
28695,9,South West (England),"North Somerset, Somerset and Dorset"
15198,5,South West (England),"North Somerset, Somerset and Dorset"
14803,5,South West (England),"North Somerset, Somerset and Dorset"
26081,8,South West (England),"North Somerset, Somerset and Dorset"
21150,7,South West (England),"North Somerset, Somerset and Dorset"
29249,9,South West (England),"North Somerset, Somerset and Dorset"
27158,9,South West (England),"North Somerset, Somerset and Dorset"
22224,7,South West (England),"North Somerset, Somerset and Dorset"
20170,6,South West (England),"North Somerset, Somerset and Dorset"
22256,7,South West (England),"North Somerset, Somerset and Dorset"
18074,6,South West (England),"North Somerset, Somerset and Dorset"
25554,8,South West (England),"North Somerset, Somerset and Dorset"
8654,3,South West (England),"North Somerset, Somerset and Dorset"
22440,7,South West (England),"North Somerset, Somerset and Dorset"
7395,3,South West (England),"North Somerset, Somerset and Dorset"
30659,10,South West (England),"North Somerset, Somerset and Dorset"
17126,6,South West (England),"North Somerset, Somerset and Dorset"
7888,3,South West (England),"North Somerset, Somerset and Dorset"
22445,7,South West (England),"North Somerset, Somerset and Dorset"
28489,9,South West (England),"North Somerset, Somerset and Dorset"
13995,5,South West (England),"North Somerset, Somerset and Dorset"
20191,6,South West (England),"North Somerset, Somerset and Dorset"
5142,2,South West (England),"North Somerset, Somerset and Dorset"
23089,7,South West (England),"North Somerset, Somerset and Dorset"
21643,7,South West (England),"North Somerset, Somerset and Dorset"
23899,8,South West (England),"North Somerset, Somerset and Dorset"
9306,3,South West (England),"North Somerset, Somerset and Dorset"
15278,5,South West (England),"North Somerset, Somerset and Dorset"
15220,5,South West (England),"North Somerset, Somerset and Dorset"
12741,4,South West (England),"North Somerset, Somerset and Dorset"
15700,5,South West (England),"North Somerset, Somerset and Dorset"
22806,7,South West (England),"North Somerset, Somerset and Dorset"
14703,5,South West (England),"North Somerset, Somerset and Dorset"
25445,8,South West (England),"North Somerset, Somerset and Dorset"
7174,3,South West (England),"North Somerset, Somerset and Dorset"
22642,7,South West (England),"North Somerset, Somerset and Dorset"
10026,3,South West (England),"North Somerset, Somerset and Dorset"
11257,4,South West (England),"North Somerset, Somerset and Dorset"
24366,8,South West (England),"North Somerset, Somerset and Dorset"
2803,1,South West (England),"North Somerset, Somerset and Dorset"
10140,4,South West (England),"North Somerset, Somerset and Dorset"
11653,4,South West (England),"North Somerset, Somerset and Dorset"
21581,7,South West (England),"North Somerset, Somerset and Dorset"
31145,10,South West (England),"North Somerset, Somerset and Dorset"
26953,8,South West (England),"North Somerset, Somerset and Dorset"
11811,4,South West (England),"North Somerset, Somerset and Dorset"
24830,8,South West (England),"North Somerset, Somerset and Dorset"
21197,7,South West (England),"North Somerset, Somerset and Dorset"
17544,6,South West (England),"North Somerset, Somerset and Dorset"
27522,9,South West (England),"North Somerset, Somerset and Dorset"
28681,9,South West (England),"North Somerset, Somerset and Dorset"
33247,10,South West (England),"North Somerset, Somerset and Dorset"
33453,10,South West (England),"North Somerset, Somerset and Dorset"
33330,10,South West (England),"North Somerset, Somerset and Dorset"
33105,10,South West (England),"North Somerset, Somerset and Dorset"
33200,10,South West (England),"North Somerset, Somerset and Dorset"
33110,10,South West (England),"North Somerset, Somerset and Dorset"
20554,7,South West (England),"North Somerset, Somerset and Dorset"
28896,9,South West (England),"North Somerset, Somerset and Dorset"
32492,10,South West (England),"North Somerset, Somerset and Dorset"
31221,10,South West (England),"North Somerset, Somerset and Dorset"
22978,7,South West (England),"North Somerset, Somerset and Dorset"
23687,8,South West (England),"North Somerset, Somerset and Dorset"
26449,8,South West (England),"North Somerset, Somerset and Dorset"
9181,3,South West (England),"North Somerset, Somerset and Dorset"
22669,7,South West (England),"North Somerset, Somerset and Dorset"
26532,8,South West (England),"North Somerset, Somerset and Dorset"
32820,10,South West (England),"North Somerset, Somerset and Dorset"
20616,7,South West (England),"North Somerset, Somerset and Dorset"
16847,5,South West (England),"North Somerset, Somerset and Dorset"
4615,2,South West (England),"North Somerset, Somerset and Dorset"
25659,8,South West (England),"North Somerset, Somerset and Dorset"
14238,5,South West (England),"North Somerset, Somerset and Dorset"
24117,8,South West (England),"North Somerset, Somerset and Dorset"
28682,9,South West (England),"North Somerset, Somerset and Dorset"
12666,4,South West (England),"North Somerset, Somerset and Dorset"
12827,4,South West (England),"North Somerset, Somerset and Dorset"
27169,9,South West (England),"North Somerset, Somerset and Dorset"
19973,6,South West (England),"North Somerset, Somerset and Dorset"
22796,7,South West (England),"North Somerset, Somerset and Dorset"
8760,3,South West (England),"North Somerset, Somerset and Dorset"
16524,5,South West (England),"North Somerset, Somerset and Dorset"
22617,7,South West (England),"North Somerset, Somerset and Dorset"
8913,3,South West (England),"North Somerset, Somerset and Dorset"
2571,1,South West (England),"North Somerset, Somerset and Dorset"
30007,9,South West (England),"North Somerset, Somerset and Dorset"
26121,8,South West (England),"North Somerset, Somerset and Dorset"
32183,10,South West (England),"North Somerset, Somerset and Dorset"
32657,10,South West (England),"North Somerset, Somerset and Dorset"
15904,5,South West (England),"North Somerset, Somerset and Dorset"
20809,7,South West (England),"North Somerset, Somerset and Dorset"
25874,8,South West (England),"North Somerset, Somerset and Dorset"
22895,7,South West (England),"North Somerset, Somerset and Dorset"
11763,4,South West (England),"North Somerset, Somerset and Dorset"
17862,6,South West (England),"North Somerset, Somerset and Dorset"
14642,5,South West (England),"North Somerset, Somerset and Dorset"
5166,2,South West (England),"North Somerset, Somerset and Dorset"
12868,4,South West (England),"North Somerset, Somerset and Dorset"
17669,6,South West (England),"North Somerset, Somerset and Dorset"
29567,9,South West (England),"North Somerset, Somerset and Dorset"
18275,6,South West (England),"North Somerset, Somerset and Dorset"
31566,10,South West (England),"North Somerset, Somerset and Dorset"
25171,8,South West (England),"North Somerset, Somerset and Dorset"
10754,4,South West (England),"North Somerset, Somerset and Dorset"
24358,8,South West (England),"North Somerset, Somerset and Dorset"
29687,9,South West (England),"North Somerset, Somerset and Dorset"
30888,10,South West (England),"North Somerset, Somerset and Dorset"
24053,8,South West (England),"North Somerset, Somerset and Dorset"
22173,7,South West (England),"North Somerset, Somerset and Dorset"
32450,10,South West (England),"North Somerset, Somerset and Dorset"
14154,5,South West (England),"North Somerset, Somerset and Dorset"
25390,8,South West (England),"North Somerset, Somerset and Dorset"
33593,10,South West (England),"North Somerset, Somerset and Dorset"
32365,10,South West (England),"North Somerset, Somerset and Dorset"
19101,6,South West (England),"North Somerset, Somerset and Dorset"
14434,5,South West (England),"North Somerset, Somerset and Dorset"
17304,6,South West (England),"North Somerset, Somerset and Dorset"
31938,10,South West (England),"North Somerset, Somerset and Dorset"
33694,10,South West (England),"North Somerset, Somerset and Dorset"
13245,4,South West (England),"North Somerset, Somerset and Dorset"
20628,7,South West (England),"North Somerset, Somerset and Dorset"
32658,10,South West (England),Gloucestershire and Wiltshire
23393,7,South West (England),Gloucestershire and Wiltshire
12444,4,South West (England),Gloucestershire and Wiltshire
11946,4,South West (England),Gloucestershire and Wiltshire
20765,7,South West (England),Gloucestershire and Wiltshire
17098,6,South West (England),Gloucestershire and Wiltshire
11991,4,South West (England),Gloucestershire and Wiltshire
26238,8,South West (England),Gloucestershire and Wiltshire
29319,9,South West (England),Gloucestershire and Wiltshire
30178,9,South West (England),Gloucestershire and Wiltshire
29202,9,South West (England),Gloucestershire and Wiltshire
28927,9,South West (England),Gloucestershire and Wiltshire
22347,7,South West (England),Gloucestershire and Wiltshire
29874,9,South West (England),Gloucestershire and Wiltshire
9799,3,South West (England),Gloucestershire and Wiltshire
26706,8,South West (England),Gloucestershire and Wiltshire
21524,7,South West (England),Gloucestershire and Wiltshire
8119,3,South West (England),Gloucestershire and Wiltshire
9762,3,South West (England),Gloucestershire and Wiltshire
20146,6,South West (England),Gloucestershire and Wiltshire
12461,4,South West (England),Gloucestershire and Wiltshire
19114,6,South West (England),Gloucestershire and Wiltshire
18254,6,South West (England),Gloucestershire and Wiltshire
24331,8,South West (England),Gloucestershire and Wiltshire
30082,9,South West (England),Gloucestershire and Wiltshire
24334,8,South West (England),Gloucestershire and Wiltshire
